district_id,state_name,overall_literacy,female_literacy,male_literacy,total_enrollment,govt_enrollment,private_enrollment,school_age_population,primary_pupil_teacher_ratio,upper_primary_pupil_teacher_ratio,total_schools,schools_with_water,schools_with_electricity,schools_with_girls_toilet,schools_with_boys_toilet,schools_with_road_connectivity,pct_sc_population,pct_st_population,dropout_rate_pct,pct_govt_enrollment,pct_private_enrollment,pct_schools_road_connected,pct_schools_electricity,pct_schools_water,pct_schools_girls_toilet,girl_dropout_rate,boy_dropout_rate,dropout_gender_gap,literacy_gender_gap,toilet_gender_gap,total_teachers
662,UTTAR PRADESH,55.08,46.19,63.1,464444,182335,244415,288518,1472,396,3313,3275,1326,3253,3235,3192,13.18,0.02,0.59,39.3,52.6,96.3,40,98.9,98.2,0.45,0.72,-0.26,16.91,18,10186
639,UTTAR PRADESH,65.7,53.77,76.53,384034,109468,250952,227441,867,268,2922,2920,1614,2906,2880,2876,17.28,0.01,0.54,28.5,65.3,98.4,55.2,99.9,99.5,0.51,0.57,-0.06,22.76,26,11965
655,UTTAR PRADESH,74.8,65.69,82.91,516812,140979,351967,376978,1062,268,2880,2841,2137,2850,2804,2873,18.12,0.1,0.81,27.3,68.1,99.8,74.2,98.6,99,0.79,0.84,-0.05,17.22,46,15072
608,UTTAR PRADESH,73.54,61.22,84.17,225943,71595,153498,146395,494,154,1166,1166,808,1162,1142,1145,11.44,0,0.43,31.7,67.9,98.2,69.3,100,99.7,0.44,0.42,0.02,22.95,20,4943
629,UTTAR PRADESH,85,81.42,88.16,484714,107821,374932,504940,823,237,1720,1720,1296,1705,1688,1705,16.52,0.09,0.41,22.2,77.4,99.1,75.3,100,99.1,0.38,0.44,-0.06,6.74,17,9344
628,UTTAR PRADESH,82.2,72.78,90.23,355272,78281,276991,183240,612,118,1518,1509,1232,1510,1486,1465,13.11,0.13,0.52,22,78,96.5,81.2,99.4,99.5,0.48,0.57,-0.09,17.45,24,9148
618,UTTAR PRADESH,70.23,56.6,82.52,566047,201933,363265,411587,1365,289,4051,4037,2170,4022,3952,3865,20.74,0.01,0.46,35.7,64.2,95.4,53.6,99.7,99.3,0.4,0.53,-0.13,25.92,70,17019
602,UTTAR PRADESH,69.61,57.48,80.24,563802,218259,332418,437135,1388,365,4200,4169,1973,4183,4146,4119,20.56,0.02,0.45,38.7,59,98.1,47,99.3,99.6,0.39,0.51,-0.12,22.76,37,19401
653,UTTAR PRADESH,72.65,58.93,84.39,526632,147454,377142,303652,947,243,3255,3107,1788,3239,3219,3022,19.89,0.06,0.49,28,71.6,92.8,54.9,95.5,99.5,0.42,0.56,-0.13,25.46,20,14867
601,UTTAR PRADESH,69.44,59.16,78.32,705266,250782,451265,513000,1732,469,4896,4842,2933,4878,4832,4789,22.43,0.16,0.5,35.6,64,97.8,59.9,98.9,99.6,0.41,0.58,-0.17,19.16,46,19528
627,UTTAR PRADESH,74.6,64.8,83.08,402974,153494,245945,295716,1073,266,3259,3223,1655,3239,3225,3214,18.97,0.1,0.85,38.1,61,98.6,50.8,98.9,99.4,0.79,0.91,-0.12,18.28,14,12655
622,UTTAR PRADESH,73.27,61.72,83.21,371071,147409,222480,217308,760,168,3126,3108,1009,3120,3088,3017,15.84,0.01,0.44,39.7,60,96.5,32.3,99.4,99.8,0.4,0.46,-0.06,21.49,32,14700
652,UTTAR PRADESH,78.26,68.35,86.93,378402,140982,237420,215387,700,209,3525,3462,1237,3509,3489,3351,19.71,0.03,0.54,37.3,62.7,95.1,35.1,98.2,99.5,0.48,0.59,-0.11,18.58,20,16611
617,UTTAR PRADESH,52.91,41.76,62.39,538830,334398,179200,503747,1917,399,3407,3380,1092,3386,3359,3316,16.91,0,0.8,62.1,33.3,97.3,32.1,99.2,99.4,0.7,0.89,-0.19,20.63,27,13110
614,UTTAR PRADESH,60.52,50.35,69.47,785984,336189,444857,533322,2261,370,4366,4301,1454,4323,4287,4330,12.53,0.07,0.32,42.8,56.6,99.2,33.3,98.5,99,0.28,0.36,-0.08,19.12,36,19436
659,UTTAR PRADESH,63.58,52.43,73.46,338027,206621,121317,235216,1330,414,2554,2551,1086,2544,2522,2536,16.42,0.08,0.92,61.1,35.9,99.3,42.5,99.9,99.6,0.97,0.88,0.09,21.03,22,7544
667,UTTAR PRADESH,61.61,51.73,70.09,644510,368869,252548,383380,2063,567,4479,4438,1434,4438,4418,4265,17.72,0.02,0.83,57.2,39.2,95.2,32,99.1,99.1,0.77,0.88,-0.11,18.36,20,15986
645,UTTAR PRADESH,62.71,52.62,71.58,714745,524898,179370,508686,2589,684,4872,4823,1449,4855,4825,4727,26.4,1.33,1.17,73.4,25.1,97,29.7,99,99.7,1.02,1.3,-0.28,18.96,30,17744
671,UTTAR PRADESH,63.38,52.8,72.61,1035255,558464,449564,570369,2943,790,5522,5407,1534,5495,5465,5522,32.26,0.04,0.92,53.9,43.4,100,27.8,97.9,99.5,0.88,0.96,-0.08,19.81,30,20510
635,UTTAR PRADESH,68.89,59.17,77.2,815203,502172,308106,493668,2927,657,5480,5458,1250,5461,5426,5073,31.14,0.01,0.23,61.6,37.8,92.6,22.8,99.6,99.7,0.2,0.25,-0.05,18.03,35,20110
674,UTTAR PRADESH,68.29,58.54,77.06,436038,242133,179083,334600,1274,197,4406,4387,1747,4387,4341,4406,30.52,0.09,0.81,55.5,41.1,100,39.7,99.6,99.6,0.75,0.86,-0.11,18.52,46,16864
648,UTTAR PRADESH,79.33,73.88,84.27,1099270,180542,904053,415978,2091,761,4840,4809,2901,4770,4684,4650,20.66,0.16,0.39,16.4,82.2,96.1,59.9,99.4,98.6,0.37,0.41,-0.04,10.39,86,19038
661,UTTAR PRADESH,69.04,58.06,79.39,495172,244223,248784,374534,1454,269,3476,3408,1438,3467,3432,3260,30.26,0.05,0.45,49.3,50.2,93.8,41.4,98,99.7,0.39,0.5,-0.11,21.33,35,12379
625,UTTAR PRADESH,70.57,60.51,79.34,385391,167975,206264,230443,928,235,2705,2671,888,2687,2659,2437,16.59,0.01,0.92,43.6,53.5,90.1,32.8,98.7,99.3,0.88,0.96,-0.09,18.83,28,11541
640,UTTAR PRADESH,74.01,64.46,82.36,326138,131976,184650,196720,1010,187,2533,2530,1035,2517,2495,2303,18.71,0,0.75,40.5,56.6,90.9,40.9,99.9,99.4,0.65,0.83,-0.18,17.9,22,10111
623,UTTAR PRADESH,79.99,71.16,87.64,311574,106691,201569,172094,730,194,3098,3082,1436,3088,3066,3034,24.55,0.01,1.28,34.2,64.7,97.9,46.4,99.5,99.7,1.21,1.35,-0.13,16.48,22,11957
606,UTTAR PRADESH,80.25,71.97,87.37,295099,110452,182869,153272,732,200,2499,2499,1224,2494,2472,2376,28.39,0.01,1.01,37.4,62,95.1,49,100,99.8,0.81,1.2,-0.38,15.4,22,9649
641,UTTAR PRADESH,77.52,68.48,85.27,226156,144018,79000,192708,317,126,2821,2819,852,2807,2800,2697,25.64,0.05,1.49,63.7,34.9,95.6,30.2,99.9,99.5,1.25,1.73,-0.48,16.79,7,11842
642,UTTAR PRADESH,81.31,76.89,85.07,748981,162411,567817,388907,1310,489,4643,4643,2141,4606,4563,4619,17.83,0.08,0.54,21.7,75.8,99.5,46.1,100,99.2,0.47,0.61,-0.13,8.18,43,19282
636,UTTAR PRADESH,75.16,63.88,84.89,276764,136209,137908,178869,1139,164,2736,2736,1222,2626,2579,2567,27.7,0.05,0.25,49.2,49.8,93.8,44.7,100,96,0.2,0.3,-0.09,21.01,47,9235
638,UTTAR PRADESH,76.37,64.88,86.58,326477,161107,162078,197752,618,147,2577,2512,1548,2512,2477,2489,28.15,0.19,0.35,49.3,49.6,96.6,60.1,97.5,97.5,0.32,0.37,-0.05,21.7,35,13677
647,UTTAR PRADESH,64.95,52.26,76.41,260999,189912,71087,159999,936,213,1973,1973,803,1942,1931,1885,19.69,5.86,0.37,72.8,27.2,95.5,40.7,100,98.4,0.34,0.4,-0.05,24.15,11,7874
650,UTTAR PRADESH,66.94,54.65,77.72,162594,101292,59754,98872,555,120,1380,1380,852,1366,1367,1365,25.22,0.07,2.53,62.3,36.8,98.9,61.7,100,99,2.38,2.67,-0.28,23.07,-1,4487
612,UTTAR PRADESH,68.11,54.95,79.38,363167,245847,113592,226585,1045,261,2547,2547,723,2482,2458,2363,21.56,0.01,0.87,67.7,31.3,92.8,28.4,100,97.4,0.76,0.97,-0.21,24.43,24,10087
620,UTTAR PRADESH,66.52,54.03,77.42,232003,146148,85855,136318,818,102,1749,1680,663,1728,1715,1629,26.89,0.04,0.9,63,37,93.1,37.9,96.1,98.8,0.8,0.99,-0.2,23.39,13,6276
626,UTTAR PRADESH,68.78,57.76,78.69,421160,224056,193842,302359,1087,216,3967,3838,1071,3943,3910,3754,24.75,0.01,0.82,53.2,46,94.6,27,96.7,99.4,0.68,0.95,-0.26,20.93,33,16346
660,UTTAR PRADESH,73.1,60.99,85.29,734708,236654,477727,355572,1739,859,4543,4485,1326,4530,4490,4256,22.1,0.02,0.83,32.2,65,93.7,29.2,98.7,99.7,0.78,0.89,-0.12,24.3,40,15452
644,UTTAR PRADESH,63.69,50.76,75.35,254902,145904,102604,211589,869,144,2001,1926,989,1995,1975,1963,34.72,0.01,2.29,57.2,40.3,98.1,49.4,96.3,99.7,1.96,2.6,-0.64,24.59,20,7287
603,UTTAR PRADESH,74.41,62.67,85,1077434,422427,641522,679031,2177,803,5629,5578,2156,5602,5535,5455,22,0.13,0.86,39.2,59.5,96.9,38.3,99.1,99.5,0.71,1.02,-0.3,22.33,67,29538
613,UTTAR PRADESH,63.76,54.1,72.49,510033,353504,150403,396332,1382,280,3830,3768,1348,3819,3783,3830,26.52,0.02,0.97,69.3,29.5,100,35.2,98.4,99.7,0.78,1.16,-0.38,18.39,36,17337
624,UTTAR PRADESH,70.63,60.72,80.21,484939,209283,262856,276755,1172,214,3581,3545,1404,3516,3400,3397,22.46,0.04,0.74,43.2,54.2,94.9,39.2,99,98.2,0.67,0.81,-0.13,19.49,116,17561
604,UTTAR PRADESH,74.37,64.62,83.95,482161,170664,264532,263646,1201,299,3410,3279,1198,3390,3310,3263,24.65,0.03,0.52,35.4,54.9,95.7,35.1,96.2,99.4,0.47,0.58,-0.12,19.33,80,15006
673,UTTAR PRADESH,71.14,60.17,81.99,445630,231206,206037,437759,1547,257,3395,3269,1102,3339,3293,3260,22.43,0.02,1.69,51.9,46.2,96,32.5,96.3,98.4,1.56,1.81,-0.25,21.82,46,13463
609,UTTAR PRADESH,51.1,40.76,60.23,643581,475719,155333,504284,2462,609,4143,4060,934,4138,4098,3729,14.6,0.32,0.42,73.9,24.1,90,22.5,98,99.9,0.35,0.47,-0.12,19.47,40,13757
669,UTTAR PRADESH,49.13,37.07,59.55,215793,146614,53778,162843,924,212,1591,1529,202,1579,1566,1499,16.95,0.5,0.91,67.9,24.9,94.2,12.7,96.1,99.2,0.94,0.89,0.05,22.48,13,4994
611,UTTAR PRADESH,51.76,40.92,61.66,424050,244977,168171,307873,1463,224,2639,2585,414,2636,2617,2486,12.9,1.16,0.22,57.8,39.7,94.2,15.7,98,99.9,0.19,0.25,-0.07,20.74,19,7946
631,UTTAR PRADESH,61.16,49.13,72.23,663830,345806,266401,441967,2347,448,4472,4425,1124,4445,4401,3977,15.49,0.03,0.92,52.1,40.1,88.9,25.1,98.9,99.4,0.81,1.03,-0.23,23.1,44,18879
670,UTTAR PRADESH,61.81,49.61,73.79,465197,318894,100989,378048,1871,457,3244,3179,1081,3222,3194,3117,15.97,0.47,1.48,68.6,21.7,96.1,33.3,98,99.3,1.29,1.66,-0.37,24.18,28,9800
615,UTTAR PRADESH,69.69,58.35,80.65,481086,207249,263852,304989,1457,254,3233,3233,1683,3223,3167,3134,20.86,0.15,1.17,43.1,54.8,96.9,52.1,100,99.7,0.84,1.51,-0.66,22.3,56,11537
665,UTTAR PRADESH,69.01,56.99,80.72,312846,136254,143757,223248,819,262,1999,1944,707,1986,1954,1961,21.52,0.09,0.75,43.6,46,98.1,35.4,97.2,99.3,0.68,0.81,-0.13,23.73,32,7066
632,UTTAR PRADESH,73.25,61.54,84.38,717730,337163,368921,491751,1770,432,4415,4383,1799,4394,4334,4226,21.08,0.41,0.63,47,51.4,95.7,40.7,99.3,99.5,0.57,0.69,-0.12,22.84,60,19892
646,UTTAR PRADESH,67.66,54.74,80.1,657910,297703,322619,441417,2215,366,4128,4014,1316,4128,4092,3974,15.27,2.25,0.87,45.2,49,96.3,31.9,97.2,100,0.74,1.01,-0.27,25.36,36,15606
621,UTTAR PRADESH,73.53,61.34,86.07,552984,251294,296526,363087,1203,230,3934,3736,1274,3916,3843,3795,15.11,3.54,0.87,45.4,53.6,96.5,32.4,95,99.5,0.69,1.06,-0.37,24.73,73,19760
607,UTTAR PRADESH,72.69,62.65,83.08,907064,421632,452776,559105,2128,481,5358,5342,1858,5325,5227,5142,25.39,0.2,0.51,46.5,49.9,96,34.7,99.7,99.4,0.45,0.57,-0.12,20.43,98,25081
654,UTTAR PRADESH,75.16,65.59,84.61,410606,165732,220895,271464,831,253,2376,2360,1113,2374,2339,2050,21.51,1.04,0.63,40.4,53.8,86.3,46.8,99.3,99.9,0.6,0.66,-0.06,19.02,35,9506
610,UTTAR PRADESH,73.82,61.72,85.19,576715,345252,224704,373589,1321,237,3614,3534,944,3600,3535,3455,15.27,3.4,0.75,59.9,39,95.6,26.1,97.8,99.6,0.64,0.87,-0.23,23.47,65,18817
637,UTTAR PRADESH,73.66,61.7,86.06,854457,387894,447999,527859,2580,685,5585,5531,1930,5565,5504,5467,22.04,0.11,0.36,45.4,52.4,97.9,34.6,99,99.6,0.32,0.39,-0.06,24.36,61,23212
630,UTTAR PRADESH,74.27,62.29,85.77,789850,313288,461957,439208,2515,672,5611,5564,2229,5554,5495,5389,20.07,0.79,0.9,39.7,58.5,96,39.7,99.2,99,0.74,1.05,-0.31,23.48,59,21380
619,UTTAR PRADESH,73.86,63.07,83.58,356838,219480,134494,243965,1028,180,2012,1992,848,2011,1975,1944,22.88,2.14,0.73,61.5,37.7,96.6,42.1,99,100,0.66,0.8,-0.14,20.51,36,9325
675,UTTAR PRADESH,77.05,68.2,85.12,509297,196535,272859,385968,445,206,2488,2485,1151,2447,2421,2470,13.24,0.78,0.6,38.6,53.6,99.3,46.3,99.9,98.4,0.51,0.68,-0.18,16.92,26,20383
656,UTTAR PRADESH,70.38,58.77,80.83,474028,287619,177960,317640,1663,317,3079,3044,974,3064,3037,2965,26.48,0.81,0.79,60.7,37.5,96.3,31.6,98.9,99.5,0.69,0.89,-0.2,22.06,27,12772
672,UTTAR PRADESH,66.18,54.11,77.19,374055,259152,111574,251818,1653,406,2955,2811,598,2952,2941,2778,22.64,20.67,0.3,69.3,29.8,94,20.2,95.1,99.9,0.25,0.35,-0.09,23.08,11,9368
643,UTTAR PRADESH,62.3,50.2,72.91,283020,141453,134047,187193,987,184,2255,2240,738,2236,2221,2122,17.7,0.01,0.49,50,47.4,94.1,32.7,99.3,99.2,0.41,0.55,-0.14,22.71,15,8308
94,BIHAR,58.06,46.79,68.16,919779,818120,66052,609570,2265,321,2925,2755,975,2560,2564,2718,14.08,6.35,0.71,88.9,7.2,92.9,33.3,94.2,87.5,0.61,0.81,-0.2,21.37,-4,16027
96,BIHAR,58.26,47.36,68.02,1219275,1122717,46424,797706,2677,402,3629,3159,828,2723,2757,3287,12.74,0.24,0.53,92.1,3.8,90.6,22.8,87,75,0.44,0.61,-0.18,20.66,-34,20308
103,BIHAR,56,47.25,63.72,166094,156380,5145,98879,379,57,474,421,153,387,396,413,14.73,0.05,1.15,94.2,3.1,87.1,32.3,88.8,81.6,0.92,1.37,-0.45,16.47,-9,2676
104,BIHAR,53.53,43.4,62.56,826781,800428,14430,507812,1857,325,2328,2259,645,2051,2008,1863,11.85,0.09,0.55,96.8,1.7,80,27.7,97,88.1,0.46,0.64,-0.17,19.16,43,12909
89,BIHAR,60.9,48.3,72.53,1013300,968277,24358,624796,2283,494,3279,3115,1041,3278,3277,2970,13.09,0.09,0.56,95.6,2.4,90.6,31.7,95,100,0.48,0.64,-0.16,24.23,1,18644
106,BIHAR,59.65,46.63,71.65,522168,497630,12770,335041,1370,244,1917,1809,515,1302,1286,1798,15.89,0.46,1.31,95.3,2.4,93.8,26.9,94.4,67.9,1.21,1.4,-0.19,25.02,16,10297
70,BIHAR,55.1,45.18,64.15,693900,607061,38892,442336,1704,168,2320,2060,802,1809,1792,2000,13.61,1.38,0.67,87.5,5.6,86.2,34.6,88.8,78,0.61,0.73,-0.12,18.97,17,13404
86,BIHAR,57.04,47.98,65.56,437168,361118,12423,268480,1195,77,1749,1577,442,1699,1703,1448,6.69,3.8,0.59,82.6,2.8,82.8,25.3,90.2,97.1,0.49,0.71,-0.21,17.58,-4,9133
97,BIHAR,52.49,43.19,61.09,805684,719466,26575,499990,2029,269,2587,2512,936,2205,2217,2154,11.98,4.27,0.95,89.3,3.3,83.3,36.2,97.1,85.2,0.82,1.08,-0.26,17.9,-12,13716
84,BIHAR,53.56,45.37,60.99,728845,648643,19054,468886,1500,239,2168,2138,565,1797,1823,1835,8.57,5.86,0.82,89,2.6,84.6,26.1,98.6,82.9,0.69,0.94,-0.25,15.62,-26,13696
88,BIHAR,53.78,42.75,63.82,529945,495885,19318,311322,1102,167,1604,1560,521,1291,1172,1477,17.3,0.63,1.31,93.6,3.6,92.1,32.5,97.3,80.5,1.13,1.49,-0.35,21.07,119,8387
99,BIHAR,54.57,42.73,65.22,494482,459246,21471,299728,915,70,1464,1343,517,1141,1116,1172,16.69,0.32,1.31,92.9,4.3,80.1,35.3,91.7,77.9,1.1,1.51,-0.41,22.49,25,10632
78,BIHAR,58.26,46.88,68.58,861444,777971,46510,554167,1785,219,2796,2700,1064,2794,2790,2306,15.64,0.07,0.65,90.3,5.4,82.5,38.1,96.6,99.9,0.57,0.72,-0.15,21.7,4,17932
91,BIHAR,65.68,56.82,73.61,987593,935973,24062,645305,2309,400,3399,3261,1581,3154,2997,3150,15.66,0.13,0.8,94.8,2.4,92.7,46.5,95.9,92.8,0.71,0.9,-0.19,16.79,157,19353
80,BIHAR,67.04,56.03,78.38,599242,534482,46169,351340,1062,107,2043,1878,851,1910,1886,1690,12.49,2.37,0.8,89.2,7.7,82.7,41.7,91.9,93.5,0.71,0.9,-0.2,22.35,24,14774
105,BIHAR,71.59,60.35,82.77,685259,600651,4166,428140,1093,179,2508,2407,704,2477,2469,2256,11.61,2.61,1.11,87.7,0.6,90,28.1,96,98.8,0.93,1.31,-0.38,22.42,8,17630
101,BIHAR,68.57,56.89,79.71,910450,850145,30675,534620,1929,409,2827,2625,1176,2346,2257,2538,12,0.93,0.76,93.4,3.4,89.8,41.6,92.9,83,0.63,0.88,-0.24,22.82,89,17936
107,BIHAR,68.56,59.1,77,676637,655017,14109,453664,1395,268,2321,2315,920,2311,2293,2156,21.12,0.07,0.66,96.8,2.1,92.9,39.6,99.7,99.6,0.57,0.76,-0.19,17.9,18,15425
100,BIHAR,63.81,53.52,73.09,908690,874777,14663,604852,2066,377,2884,2586,1202,2197,2145,2768,18.85,0.04,0.88,96.3,1.6,96,41.7,89.7,76.2,0.76,1,-0.24,19.57,52,16837
74,BIHAR,66.23,57.1,74.36,676532,626682,38661,415781,1035,102,1796,1777,610,1780,1776,1678,14.55,0.05,0.8,92.6,5.7,93.4,34,98.9,99.1,0.75,0.85,-0.09,17.26,4,12867
85,BIHAR,60.87,52.16,68.51,405611,389744,8403,263805,852,148,1128,1081,360,1059,1057,787,14.83,0.04,0.92,96.1,2.1,69.8,31.9,95.8,93.9,0.59,1.24,-0.65,16.35,2,6861
75,BIHAR,64.96,56.49,72.3,643848,602403,12240,424975,1325,277,2038,1910,1019,1587,1552,1861,10.49,2.21,0.73,93.6,1.9,91.3,50,93.7,77.9,0.6,0.85,-0.25,15.81,35,12480
73,BIHAR,60.12,49.4,69.76,454733,417630,20021,289445,1588,319,2208,2018,528,2079,2038,1716,12.18,4.44,1.23,91.8,4.4,77.7,23.9,91.4,94.2,1.06,1.39,-0.33,20.36,41,8342
90,BIHAR,73.3,65.53,80.06,299553,269315,18579,178525,718,123,1234,1230,311,1227,1223,945,13.44,1.57,1.2,89.9,6.2,76.6,25.2,99.7,99.4,1.11,1.27,-0.16,14.53,4,6567
87,BIHAR,64.95,54.89,73.98,243046,230649,10903,147306,552,74,866,720,303,824,821,745,15.31,0.83,0.57,94.9,4.5,86,35,83.1,95.2,0.5,0.63,-0.12,19.09,3,5116
102,BIHAR,65.96,54.93,76.14,157863,146273,10667,95346,390,58,600,541,242,504,503,470,20.6,0.1,1.63,92.7,6.8,78.3,40.3,90.2,84,1.47,1.78,-0.31,21.21,1,3018
92,BIHAR,66.41,54.76,77.11,612519,529087,46539,405410,1097,156,2646,2486,1107,2466,2637,2125,21.12,0.05,0.76,86.4,7.6,80.3,41.8,94,93.2,0.67,0.84,-0.17,22.35,-171,15609
95,BIHAR,72.47,63.72,80.28,963020,825082,60299,725497,2234,382,3958,3804,2012,3875,3830,3628,15.77,0.16,0.71,85.7,6.3,91.7,50.8,96.1,97.9,0.63,0.8,-0.17,16.56,45,22321
76,BIHAR,72.79,60.2,84.08,607399,538052,51614,359884,1200,169,2272,2216,578,2226,2124,1982,15.59,0.51,0.75,88.6,8.5,87.2,25.4,97.5,98,0.64,0.87,-0.23,23.88,102,14378
77,BIHAR,71.77,59.84,82.78,389871,366391,3615,229572,784,117,1307,1239,488,1302,1291,1015,14.75,1.57,0.78,94,0.9,77.7,37.3,94.8,99.6,0.65,0.91,-0.26,22.94,11,8320
83,BIHAR,71.01,59.56,81.49,358075,351001,4530,234644,777,145,1306,1249,474,1218,1167,1035,22.69,3.57,1.29,98,1.3,79.2,36.3,95.6,93.3,1.08,1.51,-0.43,21.93,51,7676
98,BIHAR,75.59,64.95,85.29,658107,571096,40886,395385,1429,238,2603,2535,1102,2539,2521,2200,18.57,1.07,0.93,86.8,6.2,84.5,42.3,97.4,97.5,0.82,1.03,-0.21,20.34,18,15558
82,BIHAR,68.27,56.24,79.3,244947,232815,4024,156323,487,55,993,986,376,958,939,838,19.81,0.11,2.32,95,1.6,84.4,37.9,99.3,96.5,1.93,2.7,-0.77,23.06,19,6501
72,BIHAR,72.77,62.05,82.52,630604,585000,25112,354669,1657,298,2369,2143,656,1833,1751,2024,24.1,0.04,1.06,92.8,4,85.4,27.7,90.5,77.4,0.99,1.13,-0.14,20.47,82,12337
79,BIHAR,66.35,55.9,76.02,918806,884681,10535,606698,2507,487,3262,3070,976,2869,2673,2347,30.39,0.07,0.85,96.3,1.1,71.9,29.9,94.1,88,0.74,0.96,-0.22,20.12,196,16037
93,BIHAR,61.63,51.09,71.4,557189,507900,19694,314437,1210,252,1918,1897,631,1901,1904,1700,25.47,0.09,0.86,91.2,3.5,88.6,32.9,98.9,99.1,0.8,0.91,-0.11,20.31,-3,11551
81,BIHAR,62.16,49.44,73.77,456726,430597,20405,254707,1324,167,1848,1601,567,1766,1753,1617,17.19,4.48,0.67,94.3,4.5,87.5,30.7,86.6,95.6,0.58,0.75,-0.17,24.33,13,8851
71,BIHAR,69.54,56.85,81.27,166600,159624,1822,99374,348,40,592,561,185,511,492,450,20.16,0.08,1.05,95.8,1.1,76,31.2,94.8,86.3,0.85,1.26,-0.41,24.42,19,3771
31,ARUNACHAL PRADESH,60.61,48.75,68.54,6654,4605,2049,4290,0,1,151,125,78,148,145,92,0,69.65,3.85,69.2,30.8,60.9,51.7,82.8,98,3.94,3.73,0.21,19.79,3,820
35,ARUNACHAL PRADESH,69.4,60.8,75.66,15419,9338,6081,8399,13,0,249,222,93,249,244,209,0,55.25,1.39,60.6,39.4,83.9,37.3,89.2,100,1.31,1.48,-0.16,14.86,5,1209
20,ARUNACHAL PRADESH,62.48,54.18,70.95,16891,12412,4281,11177,11,0,301,214,58,287,258,99,0,92.01,3.05,73.5,25.3,32.9,19.3,71.1,95.3,3.3,2.79,0.51,16.77,29,1183
29,ARUNACHAL PRADESH,82.14,76.65,87.33,48711,31718,16248,18589,36,3,421,298,195,416,410,227,0,66.38,1.44,65.1,33.4,53.9,46.3,70.8,98.8,1.46,1.42,0.04,10.68,6,3529
27,ARUNACHAL PRADESH,76.33,70.1,82.4,18820,12016,6804,7782,5,1,300,217,82,300,299,217,0,87.81,2.26,63.8,36.2,72.3,27.3,72.3,100,2.33,2.2,0.14,12.3,1,1536
34,ARUNACHAL PRADESH,63.96,60.51,67.36,26763,21904,4859,9640,98,5,287,268,58,277,267,261,0,93.86,1.45,81.8,18.2,90.9,20.2,93.4,96.5,1.5,1.41,0.09,6.85,10,1149
36,ARUNACHAL PRADESH,67.62,60.76,73.89,22640,14801,7839,11051,21,0,307,257,118,292,288,159,0,82.64,0.69,65.4,34.6,51.8,38.4,83.7,95.1,0.64,0.75,-0.11,13.13,4,1988
21,ARUNACHAL PRADESH,73.54,67.9,78.94,18004,13006,4998,9604,8,1,180,170,55,180,170,124,0,70.53,2.33,72.2,27.8,68.9,30.6,94.4,100,2.09,2.58,-0.49,11.04,10,1631
33,ARUNACHAL PRADESH,59.94,55.22,64.09,8115,5538,2577,3842,6,0,119,116,66,116,92,114,0,80.6,1.52,68.2,31.8,95.8,55.5,97.5,97.5,1.51,1.52,-0.02,8.87,24,739
19,ARUNACHAL PRADESH,64.8,59.1,69.39,1180,1098,82,790,0,0,30,26,10,29,30,27,0,71.23,4.58,93.1,6.9,90,33.3,86.7,96.7,3.42,5.7,-2.28,10.29,-1,151
24,ARUNACHAL PRADESH,69.88,61.62,77.25,10112,6838,3274,17883,5,0,106,79,60,103,101,103,0,32.53,0.88,67.6,32.4,97.2,56.6,74.5,97.2,0.84,0.92,-0.07,15.63,2,664
18,ARUNACHAL PRADESH,61.9,52.08,70.8,31497,23771,6722,19078,68,9,362,345,195,343,333,272,0,36.35,0.97,75.5,21.3,75.1,53.9,95.3,94.8,1.09,0.87,0.22,18.72,10,1575
32,ARUNACHAL PRADESH,52.23,41.83,61.87,12371,8103,4268,14950,15,1,146,112,57,139,137,127,0,87.85,2.29,65.5,34.5,87,39,76.7,95.2,2.36,2.22,0.15,20.04,2,774
23,ARUNACHAL PRADESH,50.67,44.31,57.28,12975,11221,1754,13210,61,3,194,137,35,179,175,34,0,98.58,1.39,86.5,13.5,17.5,18,70.6,92.3,1.41,1.38,0.03,12.97,4,661
26,ARUNACHAL PRADESH,70.38,63.56,76.62,12733,8749,3984,6014,8,0,129,125,53,129,127,109,0,48.03,0.5,68.7,31.3,84.5,41.1,96.9,100,0.46,0.54,-0.07,13.06,2,819
17,ARUNACHAL PRADESH,59.4,46.39,69.54,3895,3534,173,2520,0,0,100,92,22,91,87,81,0,77.72,3.49,90.7,4.4,81,22,92,91,3.21,3.8,-0.59,23.15,4,397
25,ARUNACHAL PRADESH,,,,15711,12566,3145,,54,5,100,74,24,100,96,86,,,1.88,80,20,86,24,74,100,1.65,2.1,-0.45,,4,430
28,ARUNACHAL PRADESH,,,,17903,13427,4476,,29,2,231,161,69,221,219,231,,,0.41,75,25,100,29.9,69.7,95.7,0.36,0.45,-0.08,,2,1131
30,ARUNACHAL PRADESH,,,,8402,5669,2733,,10,0,129,114,26,111,120,45,,,1.86,67.5,32.5,34.9,20.2,88.4,86,2.17,1.58,0.59,,-9,569
420,NAGALAND,56.6,52.39,60.38,40621,22299,18322,29926,24,6,307,258,97,307,274,263,0,95.22,0.76,54.9,45.1,85.7,31.6,84,100,0.68,0.83,-0.15,7.99,33,2529
423,NAGALAND,73.7,70.4,76.76,30829,18067,12762,26657,5,0,252,182,76,252,252,20,0,97.11,0.55,58.6,41.4,7.9,30.2,72.2,100,0.48,0.62,-0.14,6.36,0,2590
