district_id,state_name,institutional_births_pct,full_immunization_pct,stunted_pct,wasted_pct,underweight_pct,child_anaemia_pct,pregnant_women_anaemia_pct,diarrhoea_prevalence_pct,ari_prevalence_pct,antenatal_care_4visits_pct,postnatal_care_pct,household_electricity_pct,household_drinking_water_pct,household_sanitation_pct,health_insurance_pct,womens_literacy_health_survey
180,HARYANA,98.2,85.5,27.8,16.4,21.4,70.5,58.7,4.7,2.2,69.9,93.3,99.7,99.3,89.1,27.9,79.8
192,HARYANA,97.4,77.4,28.9,12.5,22.1,76.2,77.1,3.8,1.9,72.3,96.2,99.7,98.5,90.0,24.8,88.5
181,HARYANA,97.2,90.9,15.6,8.0,9.7,76.9,65.7,3.7,0.3,60.1,96.0,99.8,96.6,91.7,27.0,89.1
186,HARYANA,98.9,73.9,25.2,8.4,15.4,72.3,62.8,4.7,0.8,55.2,88.0,99.6,99.7,79.8,25.6,82.7
191,HARYANA,98.7,79.3,25.9,9.3,20.5,71.3,59.3,2.7,0.0,63.8,90.5,100.0,99.7,86.4,25.3,87.4
179,HARYANA,96.7,58.7,22.1,15.7,22.2,67.7,55.9,4.5,0.0,48.1,87.7,99.4,99.7,84.5,34.6,87.1
187,HARYANA,74.6,53.8,44.4,14.2,37.3,76.4,55.2,4.1,0.7,45.9,65.9,98.6,97.1,71.7,11.5,45.1
177,HARYANA,92.5,69.5,28.9,8.0,19.5,68.4,30.9,4.7,1.2,51.2,93.5,100.0,97.9,84.2,32.8,84.4
188,HARYANA,78.3,69.0,31.0,9.9,21.0,71.6,56.8,5.6,2.1,53.4,82.7,98.9,96.7,80.3,23.5,71.1
175,HARYANA,97.7,72.5,29.0,6.0,20.6,69.2,54.1,5.8,0.3,60.4,91.5,100.0,97.5,89.7,28.2,80.0
176,HARYANA,98.9,84.2,23.9,10.6,16.9,67.2,62.4,4.1,0.3,53.4,93.9,99.5,97.3,90.4,29.7,84.4
197,HIMACHAL PRADESH,72.0,100.0,42.6,15.4,26.0,46.5,38.3,2.0,1.6,62.7,72.9,99.1,85.5,86.5,26.8,84.1
199,HIMACHAL PRADESH,90.2,83.9,28.0,19.4,32.0,55.3,,5.0,0.4,56.3,88.7,99.7,98.6,73.3,36.4,94.4
202,HIMACHAL PRADESH,86.4,77.9,28.5,16.3,18.4,91.0,,6.5,1.3,65.6,81.1,99.8,89.2,61.7,31.2,86.2
201,HIMACHAL PRADESH,87.0,80.2,35.9,16.1,25.6,75.3,23.1,8.5,0.5,60.0,84.6,99.2,94.3,81.2,26.8,87.4
203,HIMACHAL PRADESH,86.6,94.1,31.3,19.9,21.3,52.2,43.5,2.6,0.4,70.3,84.2,99.5,96.5,87.0,41.3,94.0
198,HIMACHAL PRADESH,97.6,74.3,27.3,14.9,23.6,52.0,,12.4,1.1,59.4,88.9,99.7,98.0,85.5,32.0,94.8
207,HIMACHAL PRADESH,89.7,75.3,24.7,13.1,25.8,58.7,60.4,9.2,0.4,71.7,84.9,98.5,98.8,81.4,22.6,92.5
196,HIMACHAL PRADESH,91.7,100.0,40.1,12.0,38.8,44.8,,6.3,0.0,81.4,92.9,100.0,92.9,80.8,35.4,91.2
206,HIMACHAL PRADESH,90.2,92.6,32.3,20.9,26.7,50.4,30.5,3.0,4.0,88.2,85.9,99.2,96.5,81.8,41.9,91.0
205,HIMACHAL PRADESH,87.4,93.9,28.6,18.5,24.2,58.5,46.3,3.3,2.8,85.2,88.7,99.2,95.7,84.3,26.2,84.9
204,HIMACHAL PRADESH,92.2,96.5,27.1,15.5,14.9,59.1,,1.6,3.8,85.3,91.6,100.0,97.3,87.3,37.1,93.4
200,HIMACHAL PRADESH,82.7,91.7,32.2,11.3,18.9,75.6,,7.4,0.8,75.3,83.4,99.6,96.9,80.1,35.9,89.1
219,JAMMU & KASHMIR,97.1,93.2,24.9,25.1,25.5,78.8,45.7,9.0,8.9,89.2,90.5,99.3,88.0,67.7,10.4,76.0
209,JAMMU & KASHMIR,96.5,92.5,26.8,18.9,20.6,85.0,57.0,6.3,5.1,66.5,88.7,99.5,95.8,77.0,5.2,74.1
221,JAMMU & KASHMIR,86.0,91.2,25.9,15.6,18.8,54.3,24.9,6.0,3.8,86.4,81.7,99.7,76.8,66.7,11.1,79.3
222,JAMMU & KASHMIR,88.8,95.0,30.3,22.5,32.4,76.4,41.8,10.7,6.1,71.9,78.7,100.0,77.7,63.3,16.4,79.4
216,JAMMU & KASHMIR,97.1,100.0,21.8,22.5,25.9,67.0,28.4,2.1,1.0,31.6,81.2,99.7,96.1,75.4,7.0,87.7
211,JAMMU & KASHMIR,96.2,73.7,23.2,18.2,17.3,70.4,56.0,9.9,3.8,75.2,80.1,98.7,93.3,77.7,6.5,67.9
210,JAMMU & KASHMIR,92.8,90.3,25.2,14.0,16.8,75.1,55.3,8.0,4.8,82.6,82.6,99.0,89.8,66.8,9.1,66.6
227,JAMMU & KASHMIR,99.2,90.9,33.0,18.6,15.8,77.0,38.8,1.2,2.2,85.1,90.9,100.0,98.5,86.8,17.9,78.4
213,JAMMU & KASHMIR,98.0,81.2,18.5,25.9,20.1,89.8,63.0,4.7,2.3,80.4,88.4,99.5,97.2,78.4,8.3,64.0
220,JAMMU & KASHMIR,97.8,88.8,22.4,15.3,20.2,67.4,37.7,3.7,2.6,96.2,95.0,99.1,98.0,91.6,9.9,76.6
226,JAMMU & KASHMIR,98.3,92.2,22.0,32.8,33.5,57.1,33.5,2.7,3.8,86.8,84.5,99.9,99.2,86.5,8.4,80.8
208,JAMMU & KASHMIR,90.5,83.3,28.2,24.9,28.3,79.2,54.1,7.0,7.7,80.9,85.1,98.7,99.3,84.7,7.3,74.7
218,JAMMU & KASHMIR,98.9,98.1,28.4,11.3,15.3,77.7,63.2,2.1,0.0,92.2,91.5,99.8,96.4,80.5,4.2,70.9
212,JAMMU & KASHMIR,73.5,61.7,32.7,9.5,15.2,80.7,47.7,2.7,0.0,74.3,71.6,99.6,92.6,70.9,7.6,69.2
223,JAMMU & KASHMIR,80.4,78.9,25.7,15.6,21.2,62.0,36.0,6.4,3.4,79.2,71.3,97.4,73.4,48.9,9.2,62.2
217,JAMMU & KASHMIR,91.6,91.6,27.5,22.8,17.7,88.5,65.3,6.0,2.2,76.4,75.7,88.8,86.8,59.6,16.4,71.3
228,JAMMU & KASHMIR,87.2,85.8,37.3,19.8,31.9,70.4,44.5,11.9,4.5,69.8,71.2,99.9,76.4,69.8,16.8,77.3
224,JAMMU & KASHMIR,69.3,79.1,17.7,13.0,11.7,69.7,40.3,0.9,0.9,75.9,64.7,99.9,76.5,62.7,11.2,68.2
214,JAMMU & KASHMIR,96.5,84.1,27.0,18.0,17.6,68.4,41.7,2.7,3.6,95.4,92.2,100.0,99.9,81.2,23.3,91.5
225,JAMMU & KASHMIR,97.9,90.9,24.5,20.4,15.5,69.0,41.1,4.7,3.2,96.2,92.3,99.8,95.4,78.8,19.0,84.8
234,JHARKHAND,84.0,77.2,47.7,18.9,40.6,62.5,58.9,6.6,0.2,29.8,70.3,85.0,92.5,54.1,55.3,62.7
230,JHARKHAND,71.5,71.7,42.2,17.2,39.8,62.6,56.5,4.5,1.4,32.4,61.2,92.1,83.3,48.1,46.5,61.8
241,JHARKHAND,91.3,73.8,34.6,18.0,31.7,60.0,59.7,8.2,2.4,47.6,75.8,97.1,83.9,54.0,56.8,66.9
235,JHARKHAND,70.7,70.6,31.9,27.8,34.3,62.8,56.7,9.0,3.1,42.1,61.3,96.5,87.6,59.2,52.4,57.3
231,JHARKHAND,61.3,54.5,41.7,17.7,36.9,73.9,72.4,6.5,0.8,30.7,55.6,95.6,90.8,41.6,53.8,54.2
236,JHARKHAND,70.2,63.9,39.4,24.5,40.7,75.1,65.2,6.8,4.2,39.2,67.9,93.5,91.4,54.9,45.9,50.4
250,JHARKHAND,64.7,66.0,49.1,19.7,44.8,72.6,63.6,3.4,2.2,36.2,64.8,91.6,88.2,43.2,34.8,54.9
244,JHARKHAND,64.6,69.4,51.3,23.6,51.4,72.1,67.5,4.3,1.2,26.6,61.6,91.7,88.6,38.3,52.5,46.7
232,JHARKHAND,78.8,66.1,27.0,14.0,25.1,66.5,45.8,7.9,1.8,44.6,73.2,98.5,88.9,67.6,45.7,72.0
229,JHARKHAND,80.9,71.0,36.2,19.7,32.3,66.5,63.6,15.6,2.2,48.7,73.5,97.3,86.4,64.4,44.7,72.6
243,JHARKHAND,84.1,88.2,40.7,26.6,43.4,68.7,50.1,5.0,0.6,37.7,79.2,99.2,78.4,67.7,58.9,67.5
247,JHARKHAND,94.0,88.8,35.9,29.4,41.6,67.4,32.8,1.9,0.7,40.7,84.0,95.7,89.7,70.2,50.7,77.4
245,JHARKHAND,74.9,80.9,43.7,18.4,37.3,68.2,59.6,4.3,0.6,33.8,70.3,95.8,94.9,46.3,55.8,65.4
242,JHARKHAND,70.3,75.0,40.1,19.2,39.4,68.3,58.4,6.6,6.1,43.1,70.7,89.0,79.2,51.4,52.2,58.7
238,JHARKHAND,82.0,70.1,37.8,16.2,32.5,62.1,54.4,9.1,2.7,36.4,65.4,98.2,85.5,55.6,55.0,69.7
248,JHARKHAND,79.0,81.8,35.3,23.5,35.3,59.7,61.7,9.1,2.6,40.9,78.0,98.4,76.7,64.2,49.7,72.7
233,JHARKHAND,60.3,78.9,38.2,27.8,44.9,75.1,60.5,6.4,1.3,39.3,54.9,93.2,92.6,41.5,45.4,55.6
239,JHARKHAND,75.4,78.8,41.9,23.0,46.2,72.8,57.3,13.8,5.8,36.0,69.9,92.2,93.0,52.8,62.9,57.4
249,JHARKHAND,87.3,73.8,28.3,32.7,40.6,62.8,45.9,4.8,1.9,35.2,83.1,99.3,86.3,77.2,43.9,78.4
240,JHARKHAND,73.8,71.9,38.5,32.1,44.0,66.9,34.0,11.7,1.9,37.4,63.9,92.9,68.6,55.2,58.2,59.9
237,JHARKHAND,83.8,85.3,40.2,20.1,38.7,65.8,44.7,5.1,3.0,49.3,82.4,89.1,75.2,50.1,51.7,69.3
252,JHARKHAND,75.7,79.3,42.2,21.1,37.0,75.4,59.0,7.3,0.6,34.4,61.5,84.1,66.7,71.3,60.6,68.8
246,JHARKHAND,67.9,87.0,60.6,30.5,62.4,73.3,74.8,10.5,2.7,34.9,58.8,83.3,79.3,37.7,46.7,49.8
251,JHARKHAND,81.8,80.9,40.0,32.9,48.7,76.1,42.8,9.2,3.2,54.4,77.2,93.5,85.7,60.9,63.1,68.3
256,KARNATAKA,97.5,81.4,32.8,23.6,36.9,72.7,40.0,4.7,1.1,63.7,87.0,99.1,94.4,67.7,20.7,74.0
253,KARNATAKA,95.2,78.6,48.3,16.9,42.3,63.8,49.5,4.3,3.1,76.2,89.0,98.9,99.2,51.3,22.3,69.7
259,KARNATAKA,91.8,71.1,45.9,15.0,39.0,65.2,71.5,8.2,1.6,56.4,74.4,97.6,92.5,44.8,21.2,66.6
258,KARNATAKA,99.0,74.8,36.8,22.1,36.1,69.3,60.4,9.0,2.4,55.3,89.6,98.8,98.9,56.5,21.4,73.8
276,KARNATAKA,88.9,80.2,39.8,23.2,40.7,73.6,69.1,5.2,2.9,67.5,76.1,99.7,94.0,53.0,17.8,54.3
273,KARNATAKA,90.7,84.8,49.1,23.1,45.8,70.7,55.2,7.0,0.0,50.7,80.7,99.2,96.0,58.8,20.6,59.8
267,KARNATAKA,96.2,74.3,45.2,18.2,39.8,70.3,51.1,10.4,2.3,68.7,84.7,98.6,95.5,55.2,28.3,70.7
266,KARNATAKA,99.7,87.6,45.2,16.5,40.4,67.2,68.4,1.9,0.0,85.2,98.0,99.4,87.9,79.3,24.5,81.8
281,KARNATAKA,99.3,93.6,29.6,21.9,33.3,69.0,33.1,5.9,3.0,57.9,87.4,99.1,84.8,89.6,32.0,84.3
270,KARNATAKA,97.2,95.7,29.9,17.7,35.0,66.9,59.4,8.9,1.7,58.7,92.4,99.1,99.1,68.9,28.8,71.5
257,KARNATAKA,95.7,71.5,36.1,22.9,36.5,67.5,40.2,5.1,1.6,56.4,86.6,98.9,94.7,64.1,25.7,64.4
263,KARNATAKA,98.3,94.6,36.0,17.9,32.4,61.1,57.1,6.2,2.5,79.3,95.2,99.8,97.8,63.1,35.3,75.6
265,KARNATAKA,98.3,79.4,38.4,18.8,32.8,70.2,,9.2,3.4,63.1,78.9,98.8,97.5,83.3,25.2,76.0
278,KARNATAKA,99.7,96.1,29.0,23.2,34.4,68.9,33.4,4.8,3.3,79.4,91.5,99.5,94.6,85.4,26.5,79.8
280,KARNATAKA,98.9,89.9,23.1,17.6,21.0,58.3,48.4,3.5,1.9,59.4,89.2,99.6,81.5,94.5,50.9,90.3
262,KARNATAKA,98.4,91.0,27.3,24.9,25.4,53.2,,4.8,0.4,74.3,90.9,99.3,95.7,92.3,30.0,82.9
279,KARNATAKA,100.0,97.7,40.3,10.9,26.7,67.6,,4.5,1.6,80.4,95.2,99.6,96.2,86.1,31.0,81.9
254,KARNATAKA,99.3,78.2,31.3,19.2,28.1,58.9,23.7,2.2,0.0,74.6,88.0,98.8,99.2,90.4,28.8,87.3
274,KARNATAKA,99.5,93.9,24.3,11.8,16.7,58.2,,3.1,2.3,90.1,95.5,98.4,98.4,86.7,39.9,78.3
269,KARNATAKA,100.0,96.8,27.1,15.2,23.8,63.6,47.0,4.0,1.9,75.8,92.6,99.3,96.8,87.9,36.9,82.0
264,KARNATAKA,100.0,86.8,25.1,30.5,26.4,51.1,35.8,3.9,0.9,82.0,83.5,99.8,88.6,97.1,36.3,92.7
271,KARNATAKA,98.4,90.6,30.4,21.7,22.6,54.4,50.1,5.5,2.5,74.4,93.3,98.7,89.2,93.9,45.6,88.5
275,KARNATAKA,100.0,97.2,27.5,15.6,28.2,57.2,24.2,3.0,1.6,85.7,93.5,99.5,95.4,86.4,26.2,78.9
260,KARNATAKA,100.0,93.3,32.2,18.0,28.7,68.7,,4.6,3.6,84.1,94.2,98.7,99.9,75.2,34.4,72.4
268,KARNATAKA,88.7,75.3,34.5,25.0,36.2,75.1,58.0,9.4,0.8,53.6,79.6,99.4,92.5,36.5,17.4,68.2
282,KARNATAKA,93.3,82.6,57.6,17.7,45.2,76.0,61.1,5.1,0.6,63.6,73.3,99.0,95.2,37.4,16.7,48.1
272,KARNATAKA,99.6,86.3,31.1,15.5,15.7,57.9,37.9,3.6,1.5,90.9,95.7,99.5,98.5,89.2,33.9,78.3
261,KARNATAKA,99.0,76.6,31.3,16.1,25.2,59.0,37.9,4.3,1.0,90.5,91.2,99.9,98.1,84.9,26.1,76.3
255,KARNATAKA,100.0,92.7,36.6,16.2,23.8,60.8,33.6,3.2,0.4,90.9,91.7,99.2,97.9,88.8,34.9,83.8
277,KARNATAKA,100.0,100.0,15.6,20.0,19.8,60.2,,7.2,2.5,88.7,87.0,99.6,98.3,89.6,35.7,82.7
287,KERALA,100.0,92.5,25.3,12.6,21.4,34.3,27.3,1.9,0.3,91.2,95.0,99.5,93.2,98.9,44.0,95.9
286,KERALA,100.0,77.7,19.4,14.0,17.9,37.2,39.7,0.7,3.3,78.3,93.4,99.7,93.9,99.5,47.9,99.1
296,KERALA,100.0,86.4,31.3,16.1,22.5,39.4,,1.4,1.4,94.2,95.9,97.0,94.1,97.6,64.8,93.7
290,KERALA,100.0,88.8,21.3,14.1,18.9,32.1,23.2,2.3,1.2,91.8,91.0,99.6,93.3,99.6,61.1,99.1
291,KERALA,100.0,80.3,29.4,18.2,21.4,47.2,41.1,5.5,0.6,90.4,96.9,99.7,97.7,99.9,42.8,99.2
292,KERALA,100.0,51.8,29.7,21.7,27.7,51.9,40.5,2.7,1.9,68.4,97.5,98.9,94.7,99.0,53.8,94.4
295,KERALA,100.0,,22.0,9.6,17.3,48.7,,8.2,2.3,82.4,95.2,100.0,93.7,99.5,48.7,99.4
284,KERALA,99.1,82.6,22.0,17.1,19.4,36.4,,1.8,2.4,82.2,96.1,100.0,98.2,99.3,46.2,99.3
285,KERALA,100.0,89.6,24.3,14.5,23.6,32.0,,3.3,5.3,74.3,94.0,99.0,82.3,97.5,58.1,94.4
289,KERALA,98.7,,23.4,8.4,17.3,36.8,,10.2,1.2,55.1,85.0,99.6,97.1,98.6,53.2,99.7
283,KERALA,99.4,61.9,20.1,14.4,20.4,30.3,,4.5,2.8,65.7,89.2,99.9,98.4,99.2,60.4,99.7
293,KERALA,99.1,,22.7,11.4,11.2,44.2,,4.7,3.5,83.9,95.2,99.6,94.1,98.9,50.1,99.7
288,KERALA,100.0,85.4,15.5,21.4,17.0,32.5,,5.5,5.4,79.3,91.4,99.8,95.7,97.5,56.0,98.2
294,KERALA,99.5,72.8,19.5,17.4,15.2,33.0,,6.4,4.9,55.3,86.2,99.9,92.9,95.4,48.7,98.5
298,LADAKH,96.4,88.9,24.3,17.2,19.0,95.5,79.0,10.9,7.8,69.6,80.8,99.8,87.1,42.4,16.2,76.4
297,LADAKH,93.7,87.5,36.5,17.7,21.8,87.9,76.7,6.2,2.8,88.0,78.3,99.1,90.2,42.3,13.6,77.2
299,LAKSHADWEEP,99.6,86.1,32.0,17.4,25.8,43.1,20.9,2.3,1.4,88.3,92.6,99.8,92.9,99.8,60.1,96.5
343,MADHYA PRADESH,84.2,65.8,45.8,16.2,37.7,71.6,59.6,3.7,0.2,41.0,76.2,98.0,91.1,48.0,27.1,54.8
329,MADHYA PRADESH,94.8,69.7,40.0,10.1,29.6,74.7,52.6,6.7,1.4,64.9,84.2,99.5,97.1,62.7,36.3,70.7
307,MADHYA PRADESH,93.5,70.7,32.2,12.4,29.0,75.6,56.2,7.0,0.2,63.1,84.2,98.2,95.5,79.9,31.0,73.8
318,MADHYA PRADESH,94.8,80.5,40.1,12.4,33.0,78.4,63.6,6.9,0.6,68.9,81.3,99.5,98.6,83.2,40.6,78.1
313,MADHYA PRADESH,89.4,79.6,36.8,16.4,29.4,72.8,59.7,5.7,0.4,54.2,82.0,99.8,95.8,66.8,30.9,71.2
344,MADHYA PRADESH,94.5,63.1,39.2,18.4,36.1,70.5,58.4,6.8,0.6,52.7,88.1,97.2,86.8,55.5,38.9,62.5
347,MADHYA PRADESH,89.8,79.0,27.5,19.7,34.9,67.5,36.7,4.4,0.8,64.2,86.9,99.7,80.0,56.6,40.5,70.6
310,MADHYA PRADESH,85.2,72.9,45.1,17.5,34.6,87.2,68.3,6.2,4.9,36.9,72.2,96.8,86.5,55.5,17.1,63.7
332,MADHYA PRADESH,84.0,64.5,45.1,23.2,39.2,74.5,63.4,7.8,2.1,30.9,73.5,95.8,85.5,43.8,12.6,62.9
337,MADHYA PRADESH,86.9,75.9,42.7,15.2,35.8,83.3,55.0,11.2,7.3,35.9,71.5,98.6,86.7,68.8,27.5,74.3
312,MADHYA PRADESH,85.0,60.8,40.3,16.2,32.3,76.3,50.9,10.5,4.1,46.4,75.8,97.3,81.0,40.6,21.6,68.3
338,MADHYA PRADESH,85.5,76.3,49.4,16.8,31.2,81.8,,4.0,5.2,51.5,81.3,97.8,92.7,55.4,22.0,73.0
336,MADHYA PRADESH,80.4,70.3,37.0,18.7,31.5,78.0,60.5,12.0,2.8,33.0,77.7,96.5,82.1,46.1,29.4,67.7
349,MADHYA PRADESH,92.2,90.6,45.3,15.5,36.6,71.5,48.6,4.4,3.2,48.9,89.7,98.2,79.5,53.7,19.9,67.7
331,MADHYA PRADESH,97.5,88.7,33.0,13.1,27.7,77.2,42.0,4.8,0.9,60.6,93.3,99.6,91.7,68.9,43.3,68.5
328,MADHYA PRADESH,99.4,75.1,30.9,13.1,22.9,65.4,45.8,2.9,1.4,60.8,93.6,99.9,77.6,65.4,48.4,67.2
335,MADHYA PRADESH,95.2,93.0,29.0,16.2,28.6,74.0,61.7,9.3,3.3,65.1,84.6,99.0,91.0,69.4,37.9,63.4
348,MADHYA PRADESH,97.1,93.7,34.7,29.8,36.2,81.6,47.0,7.4,7.7,60.3,84.5,99.3,94.7,72.8,35.7,66.3
314,MADHYA PRADESH,92.2,87.1,36.8,20.4,30.7,79.4,37.3,8.5,4.7,49.1,84.3,99.6,93.6,69.6,35.1,67.3
315,MADHYA PRADESH,95.5,75.4,28.8,29.5,35.9,65.0,68.6,5.5,2.9,76.5,91.4,97.6,89.2,61.9,30.3,58.6
321,MADHYA PRADESH,96.5,84.6,28.7,21.2,24.9,78.8,52.8,5.2,3.9,74.6,92.6,100.0,98.9,90.0,40.3,81.7
326,MADHYA PRADESH,92.8,77.4,31.4,27.4,44.0,71.5,38.6,5.4,0.9,61.3,83.7,98.8,97.0,73.8,43.7,61.7
305,MADHYA PRADESH,85.1,76.1,45.8,18.9,41.0,78.2,53.8,4.0,1.7,64.2,81.4,99.3,90.4,61.0,29.2,52.5
334,MADHYA PRADESH,91.7,71.9,27.6,22.4,26.8,77.5,46.4,9.2,2.5,55.2,73.3,97.8,74.2,47.8,27.1,56.5
350,MADHYA PRADESH,90.6,78.0,36.5,16.6,34.4,52.3,50.9,8.4,1.1,54.4,87.8,98.7,95.7,65.2,48.2,68.9
308,MADHYA PRADESH,98.3,,19.9,20.6,29.1,68.5,,2.3,0.6,64.6,89.5,99.6,96.7,79.6,50.7,81.3
339,MADHYA PRADESH,94.7,60.3,21.9,20.3,27.6,82.4,58.8,8.9,2.8,45.0,74.4,99.2,92.2,75.2,33.2,69.7
333,MADHYA PRADESH,96.0,,30.4,21.1,25.4,61.1,,7.1,1.3,56.6,88.8,99.3,92.4,69.6,41.0,78.6
306,MADHYA PRADESH,87.6,80.9,30.8,21.7,31.4,57.8,65.8,5.3,0.3,74.0,85.4,98.1,87.1,59.8,51.3,76.1
319,MADHYA PRADESH,88.4,90.8,38.8,28.0,34.7,85.6,45.6,6.4,9.2,71.9,83.9,98.8,92.3,68.8,33.3,73.9
320,MADHYA PRADESH,91.8,73.5,34.8,19.5,27.2,78.8,35.3,9.2,7.3,31.5,67.6,97.2,93.5,68.5,28.6,73.6
324,MADHYA PRADESH,91.8,86.0,49.5,21.8,44.0,78.7,44.5,9.1,4.3,52.9,82.2,97.9,94.0,53.5,18.1,72.0
322,MADHYA PRADESH,94.7,,18.0,26.4,31.3,37.8,,8.0,0.0,60.4,97.5,99.7,98.0,61.9,61.2,72.4
330,MADHYA PRADESH,91.4,82.7,32.0,19.6,28.1,73.4,53.0,4.0,2.4,74.2,91.4,99.0,99.8,77.0,49.4,73.6
316,MADHYA PRADESH,77.6,80.3,38.9,15.8,33.6,78.1,69.8,6.9,4.8,56.5,82.9,97.4,66.1,47.9,47.2,66.8
327,MADHYA PRADESH,87.6,88.9,32.1,15.9,33.0,70.2,64.3,9.2,3.5,54.4,84.2,96.8,79.7,58.4,42.6,69.1
311,MADHYA PRADESH,92.2,65.3,23.9,18.1,32.8,50.5,36.8,4.0,0.9,67.0,90.2,98.9,89.1,77.1,48.5,75.0
340,MADHYA PRADESH,94.8,88.8,23.5,21.1,31.1,71.8,57.8,6.7,1.6,64.5,93.4,99.2,79.1,56.2,44.6,73.7
304,MADHYA PRADESH,95.1,75.8,41.9,20.5,44.9,56.8,,1.7,0.0,69.1,92.1,98.7,83.3,79.6,68.4,79.8
317,MADHYA PRADESH,98.0,78.8,31.9,10.1,25.1,75.1,55.0,3.8,1.1,68.3,78.0,98.3,81.4,55.6,43.1,56.8
303,MADHYA PRADESH,91.3,69.1,32.6,19.7,31.1,59.7,42.5,7.4,1.4,57.9,77.8,98.6,90.1,53.7,34.2,61.3
341,MADHYA PRADESH,85.6,86.1,44.0,20.4,39.2,57.3,56.8,3.2,1.1,57.4,83.2,97.5,79.2,61.4,58.4,72.1
302,MADHYA PRADESH,84.8,86.6,24.0,18.4,30.7,49.2,53.8,5.9,0.7,63.6,85.6,97.0,79.8,69.4,52.8,75.0
345,MADHYA PRADESH,83.8,78.2,39.1,16.6,32.8,72.5,55.8,9.6,2.8,39.4,79.7,96.4,83.7,44.7,26.1,71.7
346,MADHYA PRADESH,69.9,76.9,37.3,25.2,36.0,56.6,,3.8,0.0,58.1,72.2,92.7,77.9,52.6,58.5,65.4
323,MADHYA PRADESH,92.9,88.9,49.3,17.9,41.7,80.1,60.3,2.5,1.3,63.6,86.5,98.9,85.2,57.6,43.7,38.6
301,MADHYA PRADESH,83.2,84.1,34.6,15.4,31.6,76.4,61.7,2.4,0.7,54.7,79.9,98.5,89.6,84.7,42.5,42.1
325,MADHYA PRADESH,93.2,87.9,38.4,20.7,35.3,86.8,,4.2,9.3,62.2,93.3,99.3,88.7,76.7,38.1,67.7
309,MADHYA PRADESH,90.7,91.7,38.7,27.9,47.2,77.9,36.4,6.2,3.0,63.1,84.6,98.3,96.0,74.0,42.2,67.6
300,MADHYA PRADESH,98.9,75.8,40.3,18.7,35.7,71.6,,0.8,0.0,76.5,89.9,99.5,81.4,72.3,58.9,59.4
342,MADHYA PRADESH,98.1,90.0,27.8,23.4,27.6,76.1,44.5,4.0,1.8,64.7,85.6,99.9,91.8,74.5,34.3,62.0
371,MAHARASTRA,76.3,72.4,45.8,30.7,57.2,79.3,68.2,9.8,4.7,58.2,74.4,96.2,94.6,54.1,15.3,57.7
359,MAHARASTRA,77.2,56.6,37.6,38.9,46.0,72.2,70.6,15.7,2.1,63.2,77.2,96.0,89.9,58.9,19.8,68.8
363,MAHARASTRA,86.5,61.3,36.3,30.5,36.9,85.2,63.8,6.7,4.1,58.4,74.5,96.8,94.3,59.7,11.9,76.5
357,MAHARASTRA,93.9,85.9,45.0,31.7,47.2,79.4,,8.8,6.3,72.7,86.7,97.1,89.7,68.9,37.9,79.9
352,MAHARASTRA,97.7,69.5,31.8,29.4,30.8,77.5,39.2,12.0,6.5,76.3,82.3,97.6,95.1,69.5,40.1,87.5
385,MAHARASTRA,92.9,71.6,35.3,31.7,39.3,70.4,33.8,19.2,5.1,60.0,83.4,97.2,73.7,61.5,24.1,78.0
353,MAHARASTRA,91.3,92.5,29.0,26.2,38.0,74.4,43.3,11.6,5.2,71.7,80.2,99.1,95.8,75.7,31.9,87.8
384,MAHARASTRA,98.8,92.4,27.7,28.1,31.3,71.4,36.5,6.0,2.5,70.4,89.9,98.8,98.5,80.2,27.1,93.0
369,MAHARASTRA,100.0,89.4,27.6,34.0,33.9,70.5,,4.0,3.9,71.4,91.4,99.5,99.5,88.9,25.6,94.6
355,MAHARASTRA,100.0,87.0,31.3,28.4,33.9,72.8,64.7,3.9,2.7,79.0,87.5,98.8,92.0,81.8,30.0,89.1
361,MAHARASTRA,99.1,88.2,36.9,23.7,35.6,78.0,43.6,4.5,2.6,66.2,90.0,98.2,91.6,74.3,30.6,87.5
360,MAHARASTRA,97.3,97.9,35.7,30.0,35.4,76.6,39.3,4.7,3.2,86.8,91.5,95.8,83.0,62.4,33.3,79.4
358,MAHARASTRA,99.6,95.0,37.3,38.5,46.6,76.6,,5.7,7.3,68.5,92.3,98.9,96.5,77.3,28.9,87.8
386,MAHARASTRA,96.3,74.7,36.6,27.5,39.4,75.2,53.7,7.4,0.0,66.9,85.6,97.2,89.5,66.4,29.0,80.8
370,MAHARASTRA,94.8,75.7,36.0,19.0,35.2,76.1,52.9,14.4,1.0,53.5,76.1,96.4,94.8,68.0,15.7,71.9
362,MAHARASTRA,94.0,76.9,37.4,25.8,38.9,72.5,53.3,10.1,3.2,66.6,82.4,98.1,92.4,69.0,14.7,76.5
375,MAHARASTRA,85.6,52.0,37.6,22.8,41.8,75.4,48.0,18.6,1.4,47.4,64.4,96.8,89.0,60.1,10.5,73.4
364,MAHARASTRA,92.8,54.3,38.0,22.2,39.0,68.3,47.3,19.0,7.0,58.4,74.0,95.7,82.8,63.6,9.7,71.8
354,MAHARASTRA,94.8,56.7,34.2,26.4,42.9,64.5,48.2,12.6,4.1,57.2,76.4,97.0,91.7,69.1,12.4,83.1
