district_id,district_name,state_name,health_subscore,education_subscore,priority_index,priority_tier,dominant_driver,institutional_births_pct,full_immunization_pct,household_sanitation_pct,health_insurance_pct,overall_literacy,pct_schools_electricity,pct_schools_water,pct_schools_road_connected,stunted_pct,wasted_pct,underweight_pct,child_anaemia_pct,dropout_rate_pct,true_pupil_teacher_ratio_x,literacy_gender_gap,dropout_gender_gap,toilet_gender_gap,pct_sc_population,pct_st_population,primary_pupil_teacher_ratio,predicted_tier,prediction_correct,true_pupil_teacher_ratio
323,JHABUA,MADHYA PRADESH,35.37853577,30.69883527,33.03868552,Low,Both equally,92.9,88.9,57.6,43.7,44.45,13.1,94.9,89.9,49.3,17.9,41.7,80.1,0.48,33.73,20.41,-0.04,27,1.7,87,1178,Low,TRUE,33.73
616,BIJNOR,UTTAR PRADESH,58.94342762,54.04880754,56.49611758,Medium,Both equally,83.7,90.6,78.2,18.8,70.43,48.1,99.7,99.2,36.2,9.4,21.9,60.9,0.85,33.41,17.25,-0.15,64,21.38,0.08,1508,Medium,TRUE,33.41
625,FARRUKHABAD,UTTAR PRADESH,28.32778702,40.43261231,34.38019967,Low,Education-driven,69.3,68.5,72.6,13.5,70.57,32.8,98.7,90.1,47.8,14.3,31.1,77.1,0.92,33.39,18.83,-0.09,28,16.59,0.01,928,Medium,FALSE,33.39
707,UTTAR DINAJPUR,WEST BENGAL,33.96422629,40.43261231,37.1984193,Medium,Education-driven,76.9,84.4,63.8,21,60.13,55.1,99.8,80.7,44.8,16,32,77.2,0.73,33.34,13.5,-0.22,16,26.87,5.41,1156,Medium,TRUE,33.34
618,BULANDSHAHR,UTTAR PRADESH,46.96339434,53.66056572,50.31198003,Medium,Education-driven,83.5,67.3,81.5,20.5,70.23,53.6,99.7,95.4,37.6,13.8,26.5,64.1,0.46,33.26,25.92,-0.13,70,20.74,0.01,1365,Medium,TRUE,33.26
658,MUZAFFARNAGAR,UTTAR PRADESH,41.65973378,59.2900721,50.47490294,Medium,Education-driven,87,69.5,80.1,8.2,70.11,71.3,100,97.8,29.8,20.7,29.9,65.4,0.47,33.24,19.11,-0.13,53,13.55,0.01,1026,Medium,TRUE,33.24
647,LALITPUR,UTTAR PRADESH,34.71297837,52.13533001,43.42415419,Medium,Education-driven,90.8,70.8,64.2,11.7,64.95,40.7,100,95.5,46.6,18.7,34.8,56,0.37,33.15,24.15,-0.05,11,19.69,5.86,936,Medium,TRUE,33.15
673,SULTANPUR,UTTAR PRADESH,51.10232945,35.94009983,43.52121464,Medium,Health-driven,87,80.2,65.1,20.7,71.14,32.5,96.3,96,33.4,10.7,28.3,62.3,1.69,33.1,21.82,-0.25,46,22.43,0.02,1547,Medium,TRUE,33.1
233,DUMKA,JHARKHAND,23.77287854,17.55407654,20.66347754,Low,Health-driven,60.3,78.9,41.5,45.4,62.54,10.1,94.3,48,38.2,27.8,44.9,75.1,1.31,32.96,25.57,-0.55,7,6.03,43.22,914,Low,TRUE,32.96
168,SURAT,GUJARAT,47.42096506,70.49362174,58.9572934,Medium,Education-driven,97.7,92.8,82,31.6,86.65,100,100,99.3,36.1,26,32.5,83.6,1.01,32.73,10.03,-0.13,12,2.6,14.09,466,Medium,TRUE,32.73
640,KANNAUJ,UTTAR PRADESH,20.54908486,50.52689961,35.53799224,Low,Education-driven,76.4,55.8,70.1,15.3,74.01,40.9,99.9,90.9,43,21.5,33.5,79.6,0.75,32.26,17.9,-0.18,22,18.71,0,1010,Low,TRUE,32.26
264,DAKSHINA KANNADA,KARNATAKA,68.96838602,61.42540211,65.19689407,High,Health-driven,100,86.8,97.1,36.3,88.62,100,100,95.6,25.1,30.5,26.4,51.1,1.55,32.2,9.27,-0.56,1,7.09,3.94,222,High,TRUE,32.2
604,AMBEDKAR NAGAR,UTTAR PRADESH,49.60482529,49.61175818,49.60829174,Medium,Both equally,92.2,75.1,63.6,23,74.37,35.1,96.2,95.7,31.1,17.8,29.2,54.9,0.52,32.13,19.33,-0.12,80,24.65,0.03,1201,Medium,TRUE,32.13
639,JYOTIBA PHULE NAGAR,UTTAR PRADESH,29.26372712,55.46311703,42.36342207,Medium,Education-driven,81.1,72.9,78.9,8.3,65.7,55.2,99.9,98.4,42.2,22.5,35.4,69.6,0.54,32.1,22.76,-0.06,26,17.28,0.01,867,Medium,TRUE,32.1
627,FIROZABAD,UTTAR PRADESH,35.06655574,54.63117027,44.84886301,Medium,Education-driven,80.1,67.1,69,13.4,74.6,50.8,98.9,98.6,46.9,9.5,25.6,73.9,0.85,31.84,18.28,-0.12,14,18.97,0.1,1073,Medium,TRUE,31.84
324,KATNI,MADHYA PRADESH,25.29118136,31.55851359,28.42484748,Low,Education-driven,91.8,86,53.5,18.1,73.62,20.9,93.1,93.3,49.5,21.8,44,78.7,1.54,31.72,21.73,-0.44,12,12.05,24.59,403,Low,TRUE,31.72
187,MEWAT,HARYANA,24.20965058,49.3344426,36.77204659,Medium,Education-driven,74.6,53.8,71.7,11.5,56.14,89.6,99.7,94.6,44.4,14.2,37.3,76.4,0.69,31.72,35.4,-0.21,46,6.91,0,351,Medium,TRUE,31.72
148,BOTAD,GUJARAT,37.41680532,51.4697726,44.44328896,Medium,Education-driven,93.5,65.1,72,38,,99.7,99.4,98.9,32.2,26,32.3,75.5,0.96,31.66,,-0.06,-1,,,28,Medium,TRUE,31.66
151,DOHAD,GUJARAT,17.47088186,50.47143649,33.97115918,Low,Education-driven,92.5,66.2,35.9,40.3,60.6,99.8,100,89.1,55.3,27.8,53,87.2,0.85,31.51,23.12,-0.21,12,1.95,74.32,306,Low,TRUE,31.51
253,BAGALKOT,KARNATAKA,36.14808652,51.35884637,43.75346644,Medium,Education-driven,95.2,78.6,51.3,22.3,69.39,98.2,100,93.6,48.3,16.9,42.3,63.8,1.22,31.49,21.61,-0.28,19,16.89,5.14,342,Medium,TRUE,31.49
251,SARAIKELA-KHARSAWAN,JHARKHAND,28.91014975,20.54908486,24.7296173,Low,Health-driven,81.8,80.9,60.9,63.1,68.85,12.3,94.5,56.6,40,32.9,48.7,76.1,1.4,30.96,24.82,-0.2,-34,5.28,35.18,445,Low,TRUE,30.96
343,SHEOPUR,MADHYA PRADESH,27.01747088,33.08374931,30.05061009,Low,Education-driven,84.2,65.8,48,27.1,58.02,20.3,100,92.7,45.8,16.2,37.7,71.6,1.45,30.78,25.85,-0.51,25,15.76,23.47,417,Low,TRUE,30.78
249,RANCHI,JHARKHAND,42.8452579,25.29118136,34.06821963,Low,Health-driven,87.3,73.8,77.2,43.9,77.13,22.9,94.2,58.8,28.3,32.7,40.6,62.8,1.78,30.71,17.43,-1.36,46,5.25,35.76,880,Low,TRUE,30.71
657,MORADABAD,UTTAR PRADESH,45.6530782,51.83028286,48.74168053,Medium,Education-driven,80.3,84.5,79,17.1,58.67,46.6,100,98.9,34.7,19.1,27,67.6,0.78,30.67,17.2,-0.05,36,15.33,0.01,1215,Medium,TRUE,30.67
610,BALLIA,UTTAR PRADESH,21.2562396,46.31170272,33.78397116,Low,Education-driven,90,62.2,61.7,10.6,73.82,26.1,97.8,95.6,43.8,21.9,42.5,71.6,0.75,30.65,23.47,-0.23,65,15.27,3.4,1321,Low,TRUE,30.65
606,AURAIYA,UTTAR PRADESH,43.09484193,55.62950638,49.36217415,Medium,Education-driven,90.1,82.5,74.3,18.4,80.25,49,100,95.1,39.7,19.4,32.6,64.2,1.01,30.58,15.4,-0.38,22,28.39,0.01,732,Medium,TRUE,30.58
145,BANAS KANTHA,GUJARAT,22.98252912,52.2739878,37.62825846,Medium,Education-driven,92.9,43.5,53.9,41,66.39,99.4,100,89.8,39,25.5,44.1,79,0.89,30.41,26.87,-0.3,23,10.49,9.11,296,Low,FALSE,30.41
663,SAHARANPUR,UTTAR PRADESH,48.75207987,54.76982806,51.76095397,Medium,Education-driven,81.7,89.2,83.8,11.8,72.03,67.1,97.7,98.4,28.8,22,26.7,68.1,0.69,30.38,16.47,-0.29,27,22.05,0.03,1056,Medium,TRUE,30.38
273,KOPPAL,KARNATAKA,28.70216306,45.5906822,37.14642263,Medium,Education-driven,90.7,84.8,58.8,20.6,67.28,92.9,100,89.6,49.1,23.1,45.8,70.7,1.3,30.26,21.99,-0.33,22,18.61,11.82,254,Medium,TRUE,30.26
237,GUMLA,JHARKHAND,38.64392679,26.81641708,32.73017194,Low,Health-driven,83.8,85.3,50.1,51.7,66.92,8.1,90.1,37.3,40.2,20.1,38.7,65.8,0.46,30.08,19.9,-0.06,22,3.17,68.94,619,Low,TRUE,30.08
584,RANGA REDDY,TELANGANA,58.02828619,55.04714365,56.53771492,Medium,Both equally,97.2,85.8,81.1,58.3,78.05,89,94.9,92.4,37.8,13.9,29.5,75.8,0.29,30.01,12.18,-0.04,49,12.31,4.13,1463,Medium,TRUE,30.01
636,JALAUN,UTTAR PRADESH,36.62645591,58.40266223,47.51455907,Medium,Education-driven,85.1,66.2,80.2,17.6,75.16,44.7,100,93.8,45.1,19.5,36.1,55.2,0.25,29.97,21.01,-0.09,47,27.7,0.05,1139,Medium,TRUE,29.97
268,GULBARGA,KARNATAKA,26.55990017,43.23349972,34.89669994,Low,Education-driven,88.7,75.3,36.5,17.4,65.65,93.4,99.8,89.6,34.5,25,36.2,75.1,1.31,29.96,,-0.27,23,25.28,2.54,562,Medium,FALSE,29.96
147,BHAVNAGAR,GUJARAT,37.58319468,67.33222407,52.45770937,Medium,Education-driven,94.2,74.3,72.9,32.2,76.84,100,100,99.1,32.6,29.6,39.5,71.5,0.94,29.96,19.23,-0.22,17,5.45,0.32,92,Medium,TRUE,29.96
276,RAICHUR,KARNATAKA,26.78868552,43.73266778,35.26067665,Low,Education-driven,88.9,80.2,53,17.8,60.46,98.3,100,79.6,39.8,23.2,40.7,73.6,1.07,29.95,21.79,-0.28,19,20.79,19.03,442,Medium,FALSE,29.95
613,BARA BANKI,UTTAR PRADESH,29.61730449,46.56128674,38.08929562,Medium,Education-driven,76,64.4,62.4,14.6,63.76,35.2,98.4,100,41.9,18.1,31.9,65.5,0.97,29.42,18.39,-0.38,36,26.52,0.02,1382,Medium,TRUE,29.42
248,RAMGARH,JHARKHAND,42.80366057,28.72989462,35.76677759,Low,Health-driven,79,81.8,64.2,49.7,73.92,30.5,96,63.4,35.3,23.5,35.3,59.7,1.52,29.38,20.02,-0.57,59,11.2,21.19,287,Medium,FALSE,29.38
699,MURSHIDABAD,WEST BENGAL,44.6547421,41.54187465,43.09830837,Medium,Both equally,87,90,69.7,28.4,67.53,64.4,99.7,87.2,39.8,16.3,32.4,72.1,1.2,29.37,7.14,-0.34,99,12.64,1.28,1862,Medium,TRUE,29.37
164,PATAN,GUJARAT,40.43261231,59.40099834,49.91680532,Medium,Education-driven,98.6,81,73.1,50.2,73.47,100,100,94.5,50.5,20.9,42.3,76.2,1.05,29.34,22.27,-0.34,10,9.18,0.99,59,Medium,TRUE,29.34
698,MALDAH,WEST BENGAL,38.04076539,37.10482529,37.57279534,Medium,Both equally,87.7,87.2,62,29,62.71,62.5,99.5,81.3,40.5,20,35.3,71,1.18,29.13,9.43,-0.28,62,20.94,7.87,1317,Medium,TRUE,29.13
372,NASHIK,MAHARASTRA,26.66389351,60.73211314,43.69800333,Medium,Education-driven,90.5,70.4,68.3,14.7,80.96,87.1,100,98,42.2,27.2,44.8,67.3,1.18,29.11,14.6,-0.32,34,9.08,25.62,980,Medium,TRUE,29.11
602,ALIGARH,UTTAR PRADESH,46.33943428,55.51858014,50.92900721,Medium,Education-driven,82.6,70.1,69.4,17.6,69.61,47,99.3,98.1,35,10.9,26.3,62.6,0.45,29.06,22.76,-0.12,37,20.56,0.02,1388,Medium,TRUE,29.06
266,DHARWAD,KARNATAKA,50.22878536,56.10094287,53.16486412,Medium,Education-driven,99.7,87.6,79.3,24.5,80.3,96.4,100,92.6,45.2,16.5,40.4,67.2,1.28,29.01,13.26,-0.27,16,9.63,4.74,151,Medium,TRUE,29.01
329,MORENA,MADHYA PRADESH,44.57154742,36.85524126,40.71339434,Medium,Health-driven,94.8,69.7,62.7,36.3,72.07,27.5,94.7,92,40,10.1,29.6,74.7,1.1,28.99,26.56,-0.28,17,21.44,0.87,968,Medium,TRUE,28.99
256,BELGAUM,KARNATAKA,40.74459235,57.37659456,49.06059346,Medium,Education-driven,97.5,81.4,67.7,20.7,73.94,97.8,100,94.9,32.8,23.6,36.9,72.7,1.1,28.88,18.16,-0.29,16,12.08,6.22,240,Medium,TRUE,28.88
143,ANAND,GUJARAT,36.41846922,68.19190238,52.3051858,Medium,Education-driven,96,77,82.1,36.2,85.79,100,100,99.6,38.4,28.6,46.6,78.4,1.35,28.79,15.47,-0.32,7,4.99,1.19,94,Medium,TRUE,28.79
309,BURHANPUR,MADHYA PRADESH,36.91763727,40.95951192,38.9385746,Medium,Both equally,90.7,91.7,74,42.2,65.28,34.5,99.2,88.8,38.7,27.9,47.2,77.9,0.79,28.75,15.98,0.01,11,8.48,30.36,261,Medium,TRUE,28.75
127,MUNGELI,CHHATTISGARH,55.74043261,39.01830283,47.37936772,Medium,Health-driven,69.8,79.7,80.7,68,,59.8,99.9,90.5,30.1,17.7,30.6,62,1.16,28.62,,-0.2,11,,,354,Medium,TRUE,28.62
337,SAGAR,MADHYA PRADESH,34.21381032,35.57958957,34.89669994,Low,Both equally,86.9,75.9,68.8,27.5,77.52,22.5,95.2,92.1,42.7,15.2,35.8,83.3,1.5,28.46,18.59,-0.3,69,21.09,9.33,716,Medium,FALSE,28.46
163,PANCH MAHALS,GUJARAT,26.12312812,53.63283417,39.87798114,Medium,Education-driven,88.4,95.4,58.9,34,72.32,100,100,91.8,47.1,35.7,51.9,91,1.35,28.23,24.12,-0.29,13,4.2,30.18,88,Medium,TRUE,28.23
252,SIMDEGA,JHARKHAND,35.39933444,22.87853577,29.13893511,Low,Health-driven,75.7,79.3,71.3,60.6,67.59,7.5,88.9,30.3,42.2,21.1,37,75.4,0.91,28.2,16.46,-0.09,-20,7.45,70.78,345,Low,TRUE,28.2
240,KHUNTI,JHARKHAND,28.09900166,12.45146977,20.27523572,Low,Health-driven,73.8,71.9,55.2,58.2,64.51,9.9,87.1,54,38.5,32.1,44,66.9,2.29,28.17,21.62,-0.27,5,4.52,73.25,277,Low,TRUE,28.17
312,DAMOH,MADHYA PRADESH,26.58069884,28.53577371,27.55823627,Low,Both equally,85,60.8,40.6,21.6,70.92,15.5,91.2,84.1,40.3,16.2,32.3,76.3,1.14,28.02,21.1,-0.32,-35,19.49,13.15,415,Low,TRUE,28.02
621,DEORIA,UTTAR PRADESH,32.92429285,45.75707155,39.3406822,Medium,Education-driven,93.4,64.2,69.1,10.5,73.53,32.4,95,96.5,36.8,26.5,39.4,54.9,0.87,27.99,24.73,-0.37,73,15.11,3.54,1203,Medium,TRUE,27.99
229,BOKARO,JHARKHAND,39.6422629,32.64004437,36.14115363,Medium,Health-driven,80.9,71,64.4,44.7,73.48,21.6,96.5,62.2,36.2,19.7,32.3,66.5,0.94,27.98,23.04,-0.36,31,14.51,12.4,637,Medium,TRUE,27.98
267,GADAG,KARNATAKA,34.10981697,52.91181364,43.51081531,Medium,Education-driven,96.2,74.3,55.2,28.3,75.18,99.4,100,95.5,45.2,18.2,39.8,70.3,2.24,27.92,19.6,-0.51,17,16.36,5.79,112,Medium,TRUE,27.92
169,SURENDRANAGAR,GUJARAT,24.45923461,54.57570715,39.51747088,Medium,Education-driven,85.6,62.5,63.8,50.4,73.19,99.8,100,94.4,39.2,27.1,41.8,81,1.47,27.91,21.27,-0.33,7,10.22,1.22,78,Medium,TRUE,27.91
157,KHEDA,GUJARAT,27.41264559,66.02884082,46.72074321,Medium,Education-driven,95.2,69,63.3,32.2,84.31,99.9,100,97.2,37.3,30.9,39.5,85.1,1.18,27.88,18.73,-0.32,-2,5.03,1.75,113,Medium,TRUE,27.88
172,VADODARA,GUJARAT,43.28202995,69.02384914,56.15293955,Medium,Education-driven,95.9,84.9,85.6,41.7,81.21,100,100,99.4,42.3,20.1,39.9,86.4,1.11,27.8,13.19,-0.36,15,5.32,27.61,142,Medium,TRUE,27.8
301,ALIRAJPUR,MADHYA PRADESH,50.49916805,37.54853023,44.02384914,Medium,Health-driven,83.2,84.1,84.7,42.5,37.22,8.5,100,88.4,34.6,15.4,31.6,76.4,0.59,27.73,12.63,-0.14,19,3.69,88.98,840,Medium,TRUE,27.73
258,BIDAR,KARNATAKA,37.99916805,47.47642818,42.73779811,Medium,Education-driven,99,74.8,56.5,21.4,71.01,91.3,100,90.7,36.8,22.1,36.1,69.3,1.49,27.71,18.28,-0.18,12,23.47,13.85,296,Medium,TRUE,27.71
624,FAIZABAD,UTTAR PRADESH,49.45923461,49.44536883,49.45230172,Medium,Both equally,89.1,68.7,64.4,19.8,70.63,39.2,99,94.9,30.6,12.4,27.5,57.7,0.74,27.61,19.49,-0.13,116,22.46,0.04,1172,Medium,TRUE,27.61
564,HYDERABAD,TELANGANA,65.86938436,61.25901276,63.56419856,High,Both equally,98.3,73.8,84.4,48.9,80.96,93.5,98.3,97.7,30.4,17.7,18.9,63.6,0.8,27.59,4.93,-0.03,86,6.29,1.24,1087,High,TRUE,27.59
156,KACHCHH,GUJARAT,48.1281198,56.96062119,52.54437049,Medium,Education-driven,97.4,70.2,85.8,34.3,71.58,99.2,100,91.6,37.5,20.2,33.4,68.6,0.91,27.58,18.98,-0.28,27,12.37,1.16,223,Medium,TRUE,27.58
310,CHHATARPUR,MADHYA PRADESH,24.3968386,39.73932335,32.06808098,Low,Education-driven,85.2,72.9,55.5,17.1,64.9,23.5,99.8,92.4,45.1,17.5,34.6,87.2,1.01,27.56,19.86,-0.17,70,23,4.18,712,Low,TRUE,27.56
363,JALGAON,MAHARASTRA,17.7828619,65.08596783,41.43441486,Medium,Education-driven,86.5,61.3,59.7,11.9,79.73,86.7,100,99.7,36.3,30.5,36.9,85.2,1.02,27.45,17.05,-0.41,32,9.2,14.29,646,Medium,TRUE,27.45
497,BARMER,RAJASTHAN,66.43094842,30.36605657,48.3985025,Medium,Health-driven,93.3,92.9,83.6,97.8,57.49,34.5,97.1,67.8,39.1,11.5,31.7,67.1,0.89,27.37,31.29,-0.19,69,16.76,6.77,2060,Medium,TRUE,27.37
344,SHIVPURI,MADHYA PRADESH,34.83777038,32.11314476,33.47545757,Low,Both equally,94.5,63.1,55.5,38.9,63.73,17.4,98.9,88.2,39.2,18.4,36.1,70.5,1.13,27.36,26.73,-0.27,84,18.63,13.2,726,Low,TRUE,27.36
158,MAHESANA,GUJARAT,39.24708819,69.30116473,54.27412646,Medium,Education-driven,97.3,79.6,72.1,40.7,84.26,99.8,100,97.8,31,28.2,41.4,86,0.92,27.31,15.76,-0.23,12,7.98,0.46,47,Medium,TRUE,27.31
270,HAVERI,KARNATAKA,56.11480865,60.17748197,58.14614531,Medium,Both equally,97.2,95.7,68.9,28.8,77.6,99.1,100,99,29.9,17.7,35,66.9,1.72,27.08,13.57,-0.48,23,13.77,8.85,149,Medium,TRUE,27.08
316,DINDORI,MADHYA PRADESH,35.37853577,22.21297837,28.79575707,Low,Health-driven,77.6,80.3,47.9,47.2,65.47,10.7,87.2,85.8,38.9,15.8,33.6,78.1,1.4,27.02,24.11,-0.47,17,5.65,64.7,523,Low,TRUE,27.02
341,SHAHDOL,MADHYA PRADESH,42.94925125,39.73932335,41.3442873,Medium,Both equally,85.6,86.1,61.4,58.4,68.36,22.3,98.7,95.9,44,20.4,39.2,57.3,1.17,27,20.14,-0.21,31,8.42,44.65,509,Medium,TRUE,27
113,BEMETARA,CHHATTISGARH,64.68386023,47.83693844,56.26039933,Medium,Health-driven,95,93.4,80.5,63.4,,98,99.6,90.4,38.4,16.4,27.6,61.8,0.7,26.95,,-0.12,3,,,365,Medium,TRUE,26.95
173,VALSAD,GUJARAT,47.31697171,71.88019967,59.59858569,Medium,Education-driven,96.5,91.1,85.3,40.6,80.94,99.9,100,99.5,37.8,23.2,34.8,87.6,0.86,26.89,11.52,-0.19,11,2.24,52.93,129,Medium,TRUE,26.89
375,PARBHANI,MAHARASTRA,18.69800333,42.23516362,30.46658347,Low,Education-driven,85.6,52,60.1,10.5,75.22,72.8,94.9,96.3,37.6,22.8,41.8,75.4,2.21,26.67,21.39,-0.39,26,13.47,2.21,259,Low,TRUE,26.67
345,SIDHI,MADHYA PRADESH,34.13061564,32.83416528,33.48239046,Low,Both equally,83.8,78.2,44.7,26.1,66.09,17.7,96,95.1,39.1,16.6,32.8,72.5,1.31,26.65,21.27,-0.31,158,11.55,27.8,603,Low,TRUE,26.65
364,JALNA,MAHARASTRA,26.66389351,54.0765391,40.37021631,Medium,Education-driven,92.8,54.3,63.6,9.7,73.61,70.2,100,96.4,38,22.2,39,68.3,1.25,26.62,23.97,-0.27,16,13.9,2.16,392,Medium,TRUE,26.62
280,UDUPI,KARNATAKA,78.88935108,58.01442041,68.45188575,High,Health-driven,98.9,89.9,94.5,50.9,86.29,99,100,93.8,23.1,17.6,21,58.3,1.83,26.45,10.28,-0.46,18,6.41,4.49,109,High,TRUE,26.45
171,THE DANGS,GUJARAT,30.15806988,60.23294509,45.19550749,Medium,Education-driven,74.5,91.3,71.7,44.3,76.8,100,100,99.8,37.6,40.9,53.1,82.4,2.51,26.35,16.23,-0.2,2,0.44,94.65,30,Medium,TRUE,26.35
177,FARIDABAD,HARYANA,62.58319468,72.76760954,67.67540211,High,Education-driven,92.5,69.5,84.2,32.8,83.04,98,99.8,98.9,28.9,8,19.5,68.4,0.25,26.18,14.77,-0.02,18,12.37,0,297,High,TRUE,26.18
260,CHAMARAJANAGAR,KARNATAKA,60.98169717,43.28896284,52.13533001,Medium,Health-driven,100,93.3,75.2,34.4,61.12,93.6,100,86.6,32.2,18,28.7,68.7,1.31,26.15,13.56,-0.37,27,25.42,11.78,114,Medium,TRUE,26.15
307,BHIND,MADHYA PRADESH,50.41597338,40.65446478,45.53521908,Medium,Health-driven,93.5,70.7,79.9,31,76.59,26.8,94.5,87.1,32.2,12.4,29,75.6,0.86,26.15,23.24,-0.15,28,22.01,0.36,616,Medium,TRUE,26.15
623,ETAWAH,UTTAR PRADESH,44.80033278,54.0765391,49.43843594,Medium,Education-driven,85.2,77.7,78.1,17.9,79.99,46.4,99.5,97.9,38.8,13.9,24.3,74,1.28,26.06,16.48,-0.13,22,24.55,0.01,730,Medium,TRUE,26.06
303,ASHOKNAGAR,MADHYA PRADESH,42.5124792,34.58125347,38.54686633,Medium,Health-driven,91.3,69.1,53.7,34.2,67.9,18.6,98.1,79,32.6,19.7,31.1,59.7,0.79,26.06,26.02,0.25,-46,20.8,9.71,324,Medium,TRUE,26.06
166,RAJKOT,GUJARAT,52.70382696,71.27010538,61.98696617,Medium,Education-driven,99.3,84.9,85.4,45.1,82.2,99.9,99.4,99.2,38.9,17.6,37,77,0.67,25.9,13.41,-0.13,29,7.63,0.63,145,Medium,TRUE,25.9
336,REWA,MADHYA PRADESH,28.84775374,42.90072102,35.87423738,Medium,Education-driven,80.4,70.3,46.1,29.4,73.42,29.1,97.6,86.4,37,18.7,31.5,78,0.72,25.87,21.21,-0.25,-149,16.22,13.19,1115,Low,FALSE,25.87
674,UNNAO,UTTAR PRADESH,30.47004992,55.29672768,42.8833888,Medium,Education-driven,80.8,58.6,60.3,15.3,68.29,39.7,99.6,100,39.2,12.1,29.3,76,0.81,25.86,18.52,-0.11,46,30.52,0.09,1274,Medium,TRUE,25.86
162,NAVSARI,GUJARAT,47.67054908,70.1885746,58.92956184,Medium,Education-driven,99.3,95,80.1,42,84.78,100,100,99,36.8,29,43.6,75.3,1.15,25.84,10.76,-0.3,1,2.67,48.11,49,Medium,TRUE,25.84
626,FATEHPUR,UTTAR PRADESH,19.94592346,42.45701608,31.20146977,Low,Education-driven,81.4,55.7,63.1,16.8,68.78,27,96.7,94.6,51.1,17.8,38,78.1,0.82,25.77,20.93,-0.26,33,24.75,0.01,1087,Low,TRUE,25.77
359,DHULE,MAHARASTRA,17.05490849,55.93455352,36.494731,Medium,Education-driven,77.2,56.6,58.9,19.8,74.61,86.3,99.8,98.3,37.6,38.9,46,72.2,1.35,25.57,16.38,-0.5,27,6.22,31.56,431,Low,FALSE,25.57
327,MANDLA,MADHYA PRADESH,48.35690516,30.78202995,39.56946755,Medium,Health-driven,87.6,88.9,58.4,42.6,68.28,10.5,94.8,89.9,32.1,15.9,33,70.2,1.13,25.57,22.3,-0.16,2,4.59,57.88,573,Medium,TRUE,25.57
247,PURBI SINGHBHUM,JHARKHAND,44.6547421,33.91569606,39.28521908,Medium,Health-driven,94,88.8,70.2,50.7,76.13,28.1,95.2,62.9,35.9,29.4,41.6,67.4,1.16,25.45,17.18,-0.32,19,4.86,28.51,485,Medium,TRUE,25.45
46,DHUBRI,ASSAM,27.4750416,28.84082085,28.15793123,Low,Both equally,64.2,71.6,61.8,59.4,59.36,15,100,78.2,48.5,21.5,37.8,73.1,1.39,25.41,9.94,-0.56,154,3.61,0.33,1735,Low,TRUE,25.41
13,VISAKHAPATNAM,ANDHRA PRADESH,50.6031614,40.26622296,45.43469218,Medium,Health-driven,95.3,76.5,77.8,64.9,67.7,77.5,95.3,87.1,31,21.5,33.5,72.6,1.11,25.37,15.48,-0.21,34,7.68,14.42,629,Medium,TRUE,25.37
137,DAMAN,DADRA AND NAGAR HAVELI & DAMAN AND DIU,42.63727121,77.34331669,59.99029395,Medium,Education-driven,97.4,78.3,67.1,32.9,88.06,100,100,98.7,30,25.2,29.3,82.5,0.55,25.37,10.39,-0.12,0,2.23,7.97,13,Medium,TRUE,25.37
690,BIRBHUM,WEST BENGAL,31.15640599,46.81087077,38.98363838,Medium,Education-driven,90.3,81.6,55,37.7,70.9,70.4,99.5,91.5,37,25.5,41.8,76.5,1.21,25.27,13.35,-0.3,47,29.5,6.92,887,Medium,TRUE,25.27
622,ETAH,UTTAR PRADESH,24.04326123,55.213533,39.62839712,Medium,Education-driven,76.7,55.5,62.7,12.8,73.27,32.3,99.4,96.5,48.8,15,30.6,77.4,0.44,25.24,21.49,-0.06,32,15.84,0.01,760,Medium,TRUE,25.24
152,GANDHINAGAR,GUJARAT,37.52079867,75.01386578,56.26733222,Medium,Education-driven,97.8,77.7,84.6,29.7,85.78,100,100,100,38.1,30.6,44.6,81.2,0.9,25.23,16.22,-0.2,-3,7.8,1.31,58,Medium,TRUE,25.23
376,PUNE,MAHARASTRA,42.86605657,63.11702718,52.99154187,Medium,Education-driven,98,58.1,79.6,14.4,87.19,94.7,100,98.3,30.7,31.4,32.7,58.7,1.55,25.22,11.59,-0.24,42,12.52,3.7,770,Medium,TRUE,25.22
154,JAMNAGAR,GUJARAT,53.30698835,68.2473655,60.77717693,Medium,Education-driven,96.5,78.4,86.6,38.6,74.4,99.7,100,98.9,28.4,23.8,28.9,75,0.83,25.14,16.38,-0.17,20,8.05,1.12,62,Medium,TRUE,25.14
275,MYSORE,KARNATAKA,73.02412646,57.70937327,65.36674986,High,Health-driven,100,97.2,86.4,26.2,72.56,97.9,100,96.7,27.5,15.6,28.2,57.2,1.23,25.09,11.85,-0.31,31,17.88,11.15,227,High,TRUE,25.09
146,BHARUCH,GUJARAT,33.44425957,63.20022185,48.32224071,Medium,Education-driven,91.1,80,77.7,37.4,83.03,100,100,90.7,40.9,24.5,45.5,81,1.09,25.07,12.01,-0.17,8,4.01,31.48,86,Medium,TRUE,25.07
371,NANDURBAR,MAHARASTRA,11.98003328,50.83194676,31.40599002,Low,Education-driven,76.3,72.4,54.1,15.3,63.04,57.4,100,92.3,45.8,30.7,57.2,79.3,0.72,25.05,18.08,-0.11,14,2.91,69.28,389,Low,TRUE,25.05
